age,dfh,edu,employee_id,job_level,income,salary_increase,stock_option,training,years_company,years_promotion,years_manager,job_involvement,performance,num_companiesworked,years_working,satisfaction_environment,satisfaction_job,wlb,attrition,business_travel,department,edu_field,gender,job_role,marital
29,3,4,2471,2,55930,13,1,3,1,0,0,3,3,1.0,1.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Other,Female,Sales Representative,Divorced
30,2,1,2472,1,104450,18,1,3,7,1,7,3,3,3.0,10.0,3.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Representative,Married
32,10,4,2473,1,87400,11,1,2,7,0,7,3,3,2.0,12.0,2.0,2.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single
38,8,2,2474,1,25140,11,0,2,1,1,0,2,3,3.0,15.0,2.0,4.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married
43,1,4,2475,3,76550,12,1,3,1,0,0,3,3,9.0,6.0,3.0,3.0,3.0,Yes,Travel_Frequently,Research & Development,Other,Male,Sales Executive,Married
42,1,3,2476,1,174650,13,1,3,5,0,4,3,3,8.0,7.0,2.0,2.0,2.0,No,Travel_Rarely,Human Resources,Other,Female,Healthcare Representative,Divorced
33,14,3,2478,1,108200,12,0,2,9,1,7,3,3,5.0,11.0,4.0,2.0,2.0,No,Non-Travel,Research & Development,Other,Male,Research Scientist,Divorced
34,7,4,2480,1,196260,21,0,5,15,0,7,2,4,1.0,15.0,4.0,3.0,3.0,No,Non-Travel,Research & Development,Medical,Female,Research Scientist,Divorced
53,10,4,2481,2,20700,13,2,2,3,0,2,4,3,4.0,27.0,1.0,3.0,2.0,No,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Married
43,16,2,2482,1,67820,16,1,2,9,1,8,3,3,0.0,10.0,2.0,4.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Single
34,10,2,2483,5,77790,12,1,2,2,2,2,3,3,5.0,6.0,4.0,4.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single
21,1,2,2484,5,27910,14,0,3,1,1,0,4,3,1.0,1.0,2.0,2.0,3.0,Yes,Travel_Rarely,Sales,Marketing,Male,Healthcare Representative,Single
38,8,2,2485,2,32010,11,1,3,5,0,4,2,3,1.0,5.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
22,1,3,2486,4,49680,14,0,3,1,0,0,3,3,1.0,1.0,3.0,1.0,3.0,Yes,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Married
31,8,5,2487,5,131200,12,2,6,12,5,7,2,3,1.0,13.0,1.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
51,1,4,2488,1,40330,14,0,2,2,2,2,3,3,2.0,15.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married
37,24,1,2489,2,32910,16,3,2,5,0,3,2,3,1.0,5.0,2.0,2.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
46,3,4,2490,1,42720,13,0,3,2,2,2,4,3,7.0,24.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Divorced
36,27,3,2491,4,50560,12,0,2,12,5,7,2,3,7.0,15.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married
44,10,4,2492,1,28440,12,0,2,5,2,3,4,3,1.0,6.0,3.0,2.0,2.0,Yes,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Divorced
37,19,2,2493,2,27030,14,0,2,10,4,7,3,3,2.0,19.0,3.0,2.0,2.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Sales Executive,Divorced
35,15,4,2494,2,19040,22,1,4,10,7,7,3,4,1.0,10.0,3.0,4.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single
33,8,5,2495,2,82240,19,0,3,10,7,6,3,3,6.0,14.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married
28,9,3,2496,2,47660,12,0,3,5,0,3,3,3,1.0,5.0,3.0,4.0,4.0,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married
39,3,4,2497,2,26100,12,0,2,4,2,2,2,3,7.0,9.0,3.0,3.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Laboratory Technician,Single
46,9,2,2498,2,57310,17,0,2,2,2,2,3,3,8.0,6.0,2.0,2.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single
40,2,2,2499,1,25390,12,1,3,4,0,2,3,3,4.0,7.0,3.0,1.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married
42,7,4,2500,2,57140,11,0,2,0,0,0,3,3,5.0,10.0,2.0,1.0,2.0,No,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married
35,10,1,2501,2,43230,18,3,3,7,1,7,3,3,2.0,15.0,2.0,4.0,3.0,No,Non-Travel,Sales,Life Sciences,Female,Research Director,Divorced
38,6,4,2502,3,73360,11,0,3,11,3,8,3,3,5.0,13.0,1.0,2.0,3.0,No,Non-Travel,Sales,Marketing,Male,Sales Executive,Divorced
34,2,1,2503,1,134990,23,2,2,7,0,7,4,4,4.0,11.0,4.0,1.0,2.0,Yes,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married
37,24,3,2504,1,137580,11,1,5,10,0,8,3,3,1.0,10.0,4.0,1.0,1.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single
39,2,1,2505,2,51550,18,1,3,2,2,2,2,3,2.0,7.0,3.0,4.0,3.0,No,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Divorced
43,8,5,2506,3,22580,18,0,2,3,1,2,3,3,4.0,7.0,1.0,3.0,2.0,No,Non-Travel,Human Resources,Medical,Female,Sales Executive,Single
41,3,3,2507,3,35970,13,1,2,3,1,2,1,3,3.0,11.0,2.0,2.0,1.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single
41,1,1,2508,3,25150,18,0,2,22,13,5,2,3,0.0,23.0,3.0,3.0,4.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced
30,26,3,2509,2,44200,11,0,3,7,0,2,3,3,9.0,9.0,1.0,3.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Manager,Single
26,2,1,2510,3,65780,15,2,3,5,1,4,2,3,0.0,6.0,4.0,2.0,3.0,Yes,Travel_Rarely,Human Resources,Technical Degree,Female,Sales Executive,Married
46,10,3,2511,1,44220,11,1,2,9,3,7,3,3,4.0,13.0,4.0,2.0,4.0,Yes,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married
40,27,2,2512,3,102740,18,0,3,5,0,3,3,3,4.0,12.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced
34,2,3,2513,2,53430,14,0,5,10,4,8,2,3,1.0,10.0,2.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
58,2,4,2514,1,23760,12,1,3,16,14,14,3,3,4.0,37.0,2.0,2.0,2.0,No,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Divorced
35,8,1,2515,3,53460,14,0,3,5,0,3,2,3,0.0,6.0,2.0,3.0,4.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married
47,19,5,2516,2,28270,14,1,3,22,14,10,3,3,8.0,28.0,3.0,2.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced
40,1,4,2517,2,199430,13,1,3,7,7,7,3,3,2.0,15.0,2.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced
54,27,4,2518,1,31310,14,0,3,7,1,7,2,3,4.0,14.0,4.0,4.0,2.0,No,Travel_Rarely,Sales,Medical,Male,Research Scientist,Married
31,8,4,2519,3,25520,18,0,2,3,2,2,3,3,2.0,9.0,1.0,1.0,3.0,No,Travel_Frequently,Sales,Other,Female,Manufacturing Director,Married
28,1,2,2520,3,44770,15,0,6,3,1,2,3,3,1.0,3.0,3.0,1.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Male,Manager,Married
38,19,3,2521,2,64740,13,2,3,4,0,3,1,3,2.0,20.0,2.0,4.0,2.0,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married
26,8,3,2522,1,30330,12,0,2,5,1,2,2,3,1.0,5.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Marketing,Female,Healthcare Representative,Single
58,10,4,2523,1,29360,13,1,3,2,2,2,3,3,2.0,23.0,1.0,3.0,3.0,No,Travel_Frequently,Research & Development,Technical Degree,Female,Sales Representative,Married
18,2,3,2524,3,186060,24,2,4,0,0,0,3,4,1.0,0.0,2.0,3.0,1.0,No,Non-Travel,Research & Development,Life Sciences,Male,Sales Representative,Single
31,2,3,2525,3,21680,14,1,2,1,0,0,3,3,0.0,2.0,4.0,1.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
29,8,2,2526,1,28530,14,1,5,2,2,0,2,3,4.0,4.0,1.0,1.0,3.0,Yes,Travel_Rarely,Research & Development,Medical,Male,Manager,Divorced
45,1,4,2527,1,170480,15,0,3,8,5,7,2,3,4.0,10.0,3.0,3.0,4.0,No,Non-Travel,Sales,Technical Degree,Male,Research Scientist,Married
36,2,3,2528,5,22900,11,0,5,1,0,0,3,3,4.0,15.0,4.0,2.0,3.0,No,Travel_Rarely,Sales,Technical Degree,Female,Laboratory Technician,Married
43,8,3,2529,1,36000,23,0,2,7,7,7,3,4,1.0,7.0,1.0,4.0,3.0,No,Travel_Frequently,Sales,Medical,Male,Research Director,Married
27,8,4,2530,5,21070,13,0,2,5,0,2,3,3,0.0,6.0,4.0,4.0,2.0,No,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Single
29,6,2,2531,1,41150,11,0,1,11,3,10,3,3,1.0,11.0,4.0,4.0,4.0,No,Travel_Frequently,Research & Development,Medical,Male,Human Resources,Married
32,9,4,2532,4,43270,13,0,4,0,0,0,3,3,8.0,4.0,4.0,4.0,4.0,No,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single
42,11,3,2533,1,178560,18,0,2,6,3,3,3,3,3.0,10.0,3.0,3.0,2.0,No,Non-Travel,Research & Development,Medical,Male,Manager,Married
47,2,2,2534,5,31960,14,1,3,2,2,0,2,3,4.0,7.0,2.0,3.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Female,Manager,Single
46,1,3,2535,1,190810,21,0,2,9,4,7,3,4,3.0,12.0,4.0,4.0,2.0,No,Travel_Rarely,Human Resources,Life Sciences,Female,Laboratory Technician,Divorced
28,7,3,2536,1,89660,16,1,3,3,2,2,2,3,1.0,3.0,3.0,4.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Divorced
29,16,3,2537,1,22100,11,1,4,7,1,6,3,3,8.0,11.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced
42,2,4,2538,2,45390,17,1,5,0,0,0,3,3,4.0,8.0,4.0,3.0,3.0,No,Travel_Rarely,Sales,Medical,Female,Research Director,Single
32,1,1,2539,2,27410,11,0,3,2,2,2,3,3,7.0,7.0,3.0,2.0,2.0,Yes,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single
46,23,1,2540,2,34910,14,0,0,19,2,8,3,3,2.0,25.0,1.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced
27,2,3,2541,5,45410,14,2,4,9,5,8,4,3,1.0,9.0,2.0,3.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Female,Research Scientist,Married
29,1,2,2542,3,26780,25,1,3,1,0,0,3,4,1.0,1.0,4.0,2.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married
43,1,3,2543,1,73790,13,2,3,16,6,14,2,3,7.0,21.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married
48,2,3,2544,2,62720,14,0,3,22,12,9,2,3,4.0,29.0,4.0,2.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Married
29,13,2,2545,1,52200,17,0,3,1,1,0,2,3,1.0,1.0,4.0,4.0,2.0,Yes,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single
46,4,4,2546,2,27430,25,1,1,8,0,7,4,4,5.0,14.0,3.0,2.0,3.0,Yes,Travel_Rarely,Research & Development,Medical,Female,Sales Representative,Married
27,16,4,2547,3,49980,20,2,3,7,7,3,3,4,0.0,8.0,4.0,1.0,2.0,No,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married
39,2,3,2548,3,102520,13,1,3,2,2,2,3,3,8.0,7.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Divorced
55,2,3,2549,1,27810,13,1,2,5,0,4,3,3,8.0,19.0,2.0,4.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Human Resources,Married
28,29,2,2550,2,68520,18,1,2,1,0,0,4,3,1.0,1.0,2.0,2.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married
30,12,4,2551,2,49500,12,2,3,1,0,0,3,3,1.0,1.0,2.0,4.0,2.0,Yes,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single
22,16,2,2552,2,35790,19,3,3,1,0,0,3,3,1.0,1.0,4.0,2.0,3.0,Yes,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single
36,11,3,2553,1,131910,14,1,2,10,1,7,2,3,1.0,10.0,2.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Married
31,2,4,2554,5,103770,14,0,2,10,0,2,3,3,1.0,10.0,2.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Divorced
34,14,2,2555,1,22350,14,1,2,5,1,0,3,3,2.0,9.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married
29,5,5,2556,1,105020,12,0,4,3,1,2,2,3,3.0,11.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Single
37,7,2,2557,1,20110,13,0,4,5,0,4,4,3,5.0,16.0,4.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married
35,2,1,2558,2,18590,25,1,2,3,0,2,2,4,0.0,4.0,4.0,2.0,3.0,No,Travel_Rarely,Sales,Technical Degree,Male,Laboratory Technician,Married
45,3,3,2559,2,37600,14,1,2,9,3,8,2,3,0.0,10.0,2.0,4.0,2.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married
36,5,3,2560,4,177790,17,1,5,10,0,8,1,3,1.0,10.0,2.0,4.0,2.0,No,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single
40,3,3,2561,1,68330,13,0,3,19,11,16,3,3,2.0,22.0,1.0,1.0,3.0,No,Travel_Rarely,Research & Development,Other,Male,Sales Executive,Divorced
26,26,2,2562,2,68120,13,0,2,1,1,0,2,3,1.0,1.0,2.0,3.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Human Resources,Married
27,4,3,2563,2,51710,20,1,1,8,0,7,2,4,0.0,9.0,1.0,3.0,2.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Single
48,2,3,2564,2,197400,14,0,2,22,4,7,4,3,3.0,24.0,4.0,4.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Divorced
44,1,2,2565,4,187110,12,1,0,2,2,2,3,3,2.0,10.0,2.0,1.0,3.0,No,Travel_Rarely,Sales,Medical,Male,Manager,Married
34,27,2,2566,1,36920,12,1,5,5,3,0,3,3,1.0,5.0,4.0,1.0,3.0,Yes,Non-Travel,Research & Development,Life Sciences,Female,Sales Representative,Married
56,1,2,2567,5,25590,21,0,3,4,1,0,3,4,1.0,5.0,1.0,4.0,3.0,Yes,Travel_Rarely,Human Resources,Medical,Female,Sales Executive,Single
36,13,3,2568,3,25170,14,0,3,4,1,3,3,3,2.0,12.0,3.0,2.0,1.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Married
42,7,3,2570,2,182650,12,1,4,13,5,7,3,3,9.0,18.0,3.0,1.0,4.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Executive,Married
31,9,4,2571,1,161240,23,1,2,5,1,4,2,4,2.0,8.0,3.0,4.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced
34,8,1,2572,3,25850,12,0,5,4,0,1,3,3,3.0,9.0,4.0,4.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married
31,25,2,2573,3,182130,21,2,3,2,2,2,4,4,8.0,4.0,1.0,3.0,2.0,No,Travel_Rarely,Sales,Life Sciences,Female,Manufacturing Director,Divorced
26,16,2,2574,2,83800,14,0,3,7,7,7,4,3,0.0,8.0,3.0,4.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Male,Healthcare Representative,Married
45,8,4,2575,2,29940,18,1,2,4,0,3,3,3,4.0,12.0,2.0,3.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,Single
33,1,3,2576,5,12230,13,1,3,10,0,9,3,3,1.0,10.0,2.0,3.0,2.0,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single
28,8,3,2577,4,11180,11,0,3,7,0,7,3,3,1.0,7.0,3.0,4.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Married
29,2,4,2578,2,28750,11,0,3,1,0,0,3,3,1.0,1.0,3.0,1.0,3.0,Yes,Travel_Frequently,Human Resources,Human Resources,Male,Sales Executive,Single
39,8,5,2579,2,188240,19,1,4,3,1,2,3,3,6.0,10.0,1.0,3.0,3.0,No,Non-Travel,Research & Development,Medical,Female,Sales Representative,Married
27,3,2,2580,2,135770,12,1,2,5,1,2,3,3,1.0,6.0,2.0,2.0,2.0,No,Travel_Rarely,Sales,Technical Degree,Male,Healthcare Representative,Married
34,9,4,2581,2,26250,12,3,4,15,6,11,3,3,1.0,16.0,3.0,4.0,3.0,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married
28,25,3,2582,1,187890,16,1,4,2,2,2,3,3,3.0,6.0,4.0,3.0,3.0,Yes,Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,Single
47,1,4,2583,1,45380,11,0,3,8,1,7,3,3,8.0,16.0,3.0,2.0,4.0,No,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married
39,1,3,2585,1,105120,12,1,2,10,7,9,3,3,1.0,10.0,1.0,1.0,3.0,No,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married
38,4,2,2586,1,44440,13,0,2,20,0,7,3,3,1.0,20.0,4.0,2.0,3.0,No,Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced
58,5,3,2587,5,21540,21,1,3,1,0,0,3,4,4.0,29.0,4.0,4.0,2.0,No,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married
32,9,3,2588,2,191900,17,1,2,4,0,3,3,3,3.0,8.0,1.0,3.0,3.0,Yes,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single
38,3,4,2589,1,44900,21,1,1,5,0,3,3,4,2.0,10.0,2.0,4.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Representative,Divorced
49,11,4,2590,2,35060,11,1,4,5,4,3,2,3,3.0,28.0,2.0,4.0,3.0,No,Travel_Frequently,Sales,Life Sciences,Male,Research Scientist,Married
42,1,3,2591,1,23720,12,1,3,0,0,0,3,3,3.0,14.0,2.0,4.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced
27,8,1,2592,4,102310,13,1,2,1,0,0,3,3,1.0,1.0,1.0,2.0,3.0,Yes,Travel_Frequently,Sales,Life Sciences,Male,Laboratory Technician,Married
35,25,1,2593,1,54100,18,0,4,5,0,4,3,3,0.0,6.0,2.0,1.0,1.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Married
28,21,1,2594,3,79780,16,2,2,5,1,4,3,3,1.0,5.0,3.0,3.0,2.0,No,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single
31,23,1,2595,1,38670,11,1,4,4,2,3,4,3,1.0,4.0,3.0,1.0,4.0,No,Non-Travel,Sales,Medical,Male,Sales Executive,Divorced
36,1,3,2596,2,28380,19,2,5,5,0,2,1,3,1.0,5.0,1.0,2.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Married
34,2,3,2597,4,46950,16,1,2,14,2,1,3,3,1.0,14.0,1.0,4.0,2.0,No,Travel_Rarely,Sales,Marketing,Male,Healthcare Representative,Single
34,19,3,2598,1,33390,16,0,2,8,1,1,2,3,1.0,9.0,4.0,3.0,2.0,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Divorced
26,2,2,2599,2,20800,13,0,6,7,7,6,4,3,0.0,8.0,3.0,1.0,2.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single
29,2,4,2600,2,20960,22,0,2,5,0,2,4,4,0.0,6.0,1.0,1.0,2.0,No,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married
32,3,1,2601,3,62090,17,1,5,5,1,2,4,3,5.0,9.0,3.0,4.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Male,Manager,Divorced
31,25,5,2602,2,180610,14,1,2,10,8,7,3,3,1.0,10.0,4.0,1.0,3.0,No,Travel_Frequently,Research & Development,Technical Degree,Female,Human Resources,Married
28,7,5,2603,2,171230,15,1,2,4,0,3,2,3,5.0,6.0,3.0,4.0,2.0,Yes,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Divorced
38,9,2,2604,3,23720,12,0,3,1,0,0,2,3,4.0,20.0,1.0,1.0,2.0,No,Travel_Rarely,Research & Development,Technical Degree,Male,Sales Representative,Single
35,5,3,2605,2,48830,18,1,1,10,0,9,1,3,1.0,10.0,3.0,4.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Representative,Married
27,2,3,2606,1,39040,15,0,2,7,0,7,3,3,1.0,7.0,4.0,4.0,3.0,No,Travel_Rarely,Sales,Life Sciences,Female,Manager,Single
32,8,1,2607,2,46270,17,1,2,1,0,0,2,3,8.0,8.0,4.0,4.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single
31,2,1,2608,3,70940,14,1,2,10,0,8,3,3,1.0,10.0,1.0,4.0,3.0,Yes,Travel_Frequently,Research & Development,Other,Male,Sales Executive,Married
53,18,3,2609,1,34230,15,1,4,2,2,2,3,3,6.0,15.0,1.0,1.0,2.0,Yes,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single
54,14,3,2610,3,66740,17,1,2,4,2,3,3,3,3.0,9.0,1.0,3.0,2.0,No,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Married
33,2,4,2611,4,168800,14,3,2,9,2,8,3,3,1.0,9.0,4.0,3.0,3.0,No,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Divorced
43,3,3,2612,1,90940,12,1,0,10,0,9,3,3,1.0,10.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married
38,2,5,2613,4,84460,14,0,3,6,1,2,2,3,0.0,7.0,4.0,2.0,3.0,No,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Married
55,9,3,2614,2,119160,15,1,3,10,1,4,2,3,4.0,35.0,3.0,2.0,3.0,No,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Married
31,6,3,2615,1,45340,13,0,2,1,0,0,3,3,1.0,1.0,4.0,4.0,3.0,No,Travel_Rarely,Sales,Other,Male,Manufacturing Director,Divorced
39,4,3,2616,2,98520,12,1,5,20,11,10,2,3,0.0,21.0,2.0,1.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
42,10,4,2617,2,61510,13,1,3,20,3,7,3,3,1.0,20.0,4.0,3.0,3.0,No,Non-Travel,Research & Development,Life Sciences,Female,Research Scientist,Single
31,14,2,2618,2,23020,14,0,3,11,4,8,3,3,4.0,13.0,3.0,3.0,4.0,No,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married
54,1,3,2619,2,23620,13,1,2,5,1,4,4,3,6.0,9.0,3.0,1.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Human Resources,Single
24,5,4,2620,1,178610,11,2,5,4,1,2,1,3,1.0,4.0,2.0,3.0,2.0,No,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Single
23,7,3,2621,2,191870,11,1,2,5,1,4,3,3,1.0,5.0,4.0,4.0,4.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single
40,21,3,2622,3,197170,21,0,1,10,9,4,2,4,1.0,10.0,4.0,3.0,4.0,No,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married
40,8,1,2623,5,35440,18,3,3,11,5,10,2,3,3.0,15.0,2.0,2.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married
25,20,5,2624,2,85000,12,0,2,2,1,2,3,3,4.0,6.0,3.0,2.0,3.0,No,Travel_Rarely,Sales,Medical,Female,Laboratory Technician,Married
30,20,4,2625,2,46610,11,0,3,12,1,7,2,3,1.0,12.0,4.0,2.0,2.0,No,Travel_Rarely,Human Resources,Life Sciences,Male,Research Scientist,Married
25,7,2,2626,5,41030,15,1,2,2,0,2,3,3,6.0,7.0,4.0,3.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced
47,1,4,2627,2,42490,13,1,2,17,12,11,2,3,2.0,25.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Sales Executive,Single
33,1,3,2628,2,140260,12,0,4,1,0,0,3,3,1.0,1.0,2.0,3.0,2.0,No,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced
38,19,3,2629,2,68930,17,0,3,15,5,8,3,3,0.0,16.0,4.0,2.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Female,Sales Executive,Married
31,10,4,2630,3,61250,13,1,3,2,1,2,3,3,0.0,3.0,1.0,3.0,3.0,No,Travel_Rarely,Research & Development,Medical,Female,Sales Executive,Married
38,1,4,2631,2,36690,19,0,2,8,7,7,3,3,2.0,10.0,1.0,3.0,3.0,No,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married
42,6,3,2632,2,100080,19,1,3,4,1,2,1,3,6.0,9.0,4.0,1.0,2.0,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced
41,2,2,2633,1,23870,17,1,1,5,1,0,1,3,3.0,12.0,4.0,4.0,3.0,No,Travel_Rarely,Sales,Medical,Male,Healthcare Representative,Married
47,21,2,2634,1,46390,11,1,2,13,5,12,2,3,0.0,14.0,3.0,2.0,1.0,No,Non-Travel,Research & Development,Medical,Male,Sales Executive,Married
35,4,3,2635,2,78980,15,0,2,2,2,2,2,3,7.0,5.0,4.0,3.0,3.0,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married
